Numero de vuelo,Aeropuerto salida,Aeropuerto llegada,Tiempo de vuelo,Hora de salida,Hora llegada
SLI2585,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:41,19:56, 20:37PM CST
SLI7943,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:42,19:55, 20:37PM CST
VOI636,A. I. Lic. Jesús Terán Peredo,A. I. de Cancún,3:02,17:47, 20:49PM EST
N113AP,A. I. Lic. Jesús Terán Peredo,A. I. Miguel Hidalgo y Costilla,0:36,14:34,15:10PM CST 
SLI2629,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:36,12:53, 13:33PM CST
SLI8147,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:36,12:53, 13:33PM CST
N341BE,A. I. Lic. Jesús Terán Peredo,A. I. Miguel Hidalgo y Costilla,0:34,12:34, 13:08PM CST
SLI2633,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:38,8:59, 09:37AM CST
SLI8172,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:39,8:58, 09:37AM CST
VOI491,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:37,6:47, 07:24AM PST
VOI495,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:28,9:48, 10:16PM PST
VIV1109,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:26,22:11,23:37 PM CST
AMX841,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:58,19:00,20:58 PM CST
VOI755,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:51,17:41,19:32 PM CST
VOI757,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:47,14:52,16:39 PM CST
AMX833,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:56,13:50,15:46 PM CST
AMX8060,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:56,13:50,15:46 PM CST
AMX831,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:55,12:00,13:55 PM CST
AMX823,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:49,7:40,09:29 AM CST
AMX8115,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:49,7:40,09:29 AM CST
SLI821,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:51,5:57,07:48 AM CST
VIV4281,A. I. Manuel Crescencio Rejón,A. I. Gral. Mariano Escobedo,1:49,9:22,11:11AM CST
VOI687,A. I. Manuel Crescencio Rejón,A. I. Miguel Hidalgo y Costilla,2:12,6:52,09:04 AM CST
VTM502,A. I. Manuel Márquez de León,A. I. Federal de Culiacán,0:28,21:17,21:45PM MST
XA-LAS,A. I. Manuel Márquez de León,A. I. Lic. Adolfo López Mateos,2:44,15:49,18:33PM CST
LET7149,A. I. Manuel Márquez de León,A. I. Lic. Adolfo López Mateos,2:41,13:23,16:04PM CST
SLI369,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:46,13:06,15:52PM CST
SLI9138,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:45,13:06,15:51PM CST
VIV3223,A. I. Manuel Márquez de León,A. I. Miguel Hidalgo y Costilla,2:13,12:29,14:42PM CST
VTM502,A. I. Manuel Márquez de León,A. I. Federal de Culiacán,0:28,20:45,21:13PM MDT
N253RM,A. I. Manuel Márquez de León,A. I. Gral. Roberto Fierro Villalobos,1:00,11:59,12:59PM MDT
VOI646,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Mariano Escobedo,1:27,13:59,mier 15:01PM CST
TAO122,A. I. Miguel Hidalgo y Costilla,A. I. Lic. Gustavo Díaz Ordaz,0:32,13:50,mier 14:22PM CST
XA-CAB,A. I. Miguel Hidalgo y Costilla,A. I. Manuel Márquez de León,1:21,13:47,mier 14:08PM MST
VOI686,A. I. Miguel Hidalgo y Costilla,A. I. Manuel Crescencio Rejón,2:17,13:43,mier 15:36PM CST
VOI688,A. I. Miguel Hidalgo y Costilla,A. I. Ángel Albino Corzo,1:57,13:26,mier 15:07PM CST
VIV2135,A. I. Miguel Hidalgo y Costilla,A. I. de Cancún,2:12,13:17,mier 16:29PM EST
VOI746,A. I. Miguel Hidalgo y Costilla,A. I. de Los Cabos,1:32,13:06,mier 13:13PM MST
ACW1704,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Mariano Escobedo,1:10,12:29,mier 13:39PM CST
VTM341,A.I. Plan de Guadalupe,A. I. Hermanos Serdán,1:13,19:45, 20:58PM CST
XA-EEE,A.I. Plan de Guadalupe,A. I. Gral. Roberto Fierro Villalobos,0:34,15:42, 16:16PM MST
VTM693,A.I. Plan de Guadalupe ,A. I. Gral. Roberto Fierro Villalobos,0:25,15:13, 15:48PM MST
XB-PWK,A.I. Plan de Guadalupe,A. I. Gral. Lucio Blanco,2:48,13:50, 15:38PM CDT
SLI2565,A. I. Playa de Oro,A. I. Benito Juárez,1:16,11:00,12:16PM CST
SLI9085,A. I. Playa de Oro,A. I. Benito Juárez,1:16,11:00,12:16PM CST
ESF522,A. I. Ponciano Arriaga,A. I. Gral. Mariano Escobedo,0:43,4:39,05:22AM CST
ESF338,A. I. Ponciano Arriaga,A. I. Benito Juárez,1:19,4:49, 06:08AM CST
ESF314,A. I. Ponciano Arriaga,A. I. Miguel Hidalgo y Costilla,0:37,4:55, 05:32AM CST
ESF322,A. I. Ponciano Arriaga,A. I. Federal de Culiacán,0:06,6:05, 06:11AM MST
N134M,A. I. Ponciano Arriaga,A. I. del Bajío,0:34,7:47,08:21AM CST 
SLI9089,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:39,9:03, 09:42AM CST
SLI2541,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:40,9:03, 09:43AM CST
XC-SLP,A. I. Ponciano Arriaga,A. I. Lic. Adolfo López Mateos,0:49,10:06, 10:55AM CST
SLI8132,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:39,11:36, 12:15PM CST
SLI2535,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:39,11:36, 12:15PM CST
N250XX,A. I. Ponciano Arriaga,A. I. Lic. Gustavo Díaz Ordaz,1:08,14:10,15:18PM CST 
SLI2979,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:42,19:51, 20:33PM CST
N800CJ,A. I. Ponciano Arriaga,A. I. Lic. Adolfo López Mateos,0:34,19:56, 20:30PM CST
SLI2407,A. I. Xoxocotlán,A. I. Benito Juárez,0:40,6:51,mié 07:39AM CST
SLI7998,A. I. Xoxocotlán,A. I. Benito Juárez,0:44,6:52,mié 07:36AM CST
VOI541,A. I. Xoxocotlán,A. I. Gral. Abelardo L. Rodríguez,4:31,7:12,mié 09:43AM PDT
XA-ICU,A. I. Xoxocotlán,A. I. Lic. Adolfo López Mateos,0:40,9:37,mié 10:17AM CST
SLI8018,A. I. Xoxocotlán,A. I. Benito Juárez,0:39,13:20,mié 13:59PM CST
SLI2049,A. I. Xoxocotlán,A. I. Benito Juárez,0:39,13:20,mié 13:59PM CST
VOI765,A. I. Xoxocotlán,A. I. Benito Juárez,0:47,13:25,mié 14:12PM CST
SLI8169,A. I. Xoxocotlán,A. I. Benito Juárez,0:40,14:07,mié 14:47PM CST
SLI2099,A. I. Xoxocotlán,A. I. Benito Juárez,0:40,14:07,mié 14:47PM CST
LET6173,A. I. Xoxocotlán,A. I. Lic. Adolfo López Mateos,0:46,16:49,mié 17:35PM CST
SLI2037,A. I. Xoxocotlán,A. I. Benito Juárez,0:50,18:41,mié 19:31PM CST
TAO462,A. N. Lic. Miguel de la Madrid,A. I. Benito Juárez,1:28,8:16,09:44AM CST
VOI843,A. N. Lic. Miguel de la Madrid,A. I. Gral. Abelardo L. Rodríguez,2:48,13:23,15:11PM PDT
