Numero de vuelo,Aeropuerto salida,Aeropuerto llegada,Tiempo de vuelo,Hora de salida,Hora llegada
SLI2629,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:43,10:11,10:54AM CST
VOI617,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:39,9:55,10:34AM CST
SLI2631,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:40,8:11,08:51AM CST
VOI491,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:34,7:12,07:46AM PST
SLI839,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,2:07,18:00,20:07 PM CST
VOI712,A. I. Manuel Crescencio Rejón,A. I. de Cancún,0:34,15:59,17:33 PM EST
AMX835,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:52,15:32,17:24 PM CST
AMX8121,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:52,15:32,17:24 PM CST
AMX827,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:55,9:30,11:25 AM CST
VIV4281,A. I. Manuel Crescencio Rejón,A. I. Gral. Mariano Escobedo,1:44,9:26,11:10 AM CST
SLI2073,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:44,17:19,20:03PM CST
VOI681,A. I. Manuel Márquez de León,A. I. Miguel Hidalgo y Costilla,2:21,14:45,16:54PM CST
SLI369,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:51,12:10,14:59PM CST
SLI9138,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:51,12:10,14:59PM CST
VOI581,A. I. Manuel Márquez de León,A. I. Gral. Abelardo L. Rodríguez,1:43,8:35,10:08AM PDT
VOI609,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:59,8:07,10:52AM CST
XA-USE,A. I. Manuel Márquez de León,A. I. Miguel Hidalgo y Costilla,2:53,11:41,14:33PM CST
N75JM,A. I. Manuel Márquez de León,A. I. Lic. Gustavo Díaz Ordaz,2:03,11:22,13:25PM CST
XA-ABL,A. I. Manuel Márquez de León,A. I. Lic. Gustavo Díaz Ordaz,2:13,9:07,11:20AM CST
VOI581,A. I. Manuel Márquez de León,A. I. Gral. Abelardo L. Rodríguez,1:37,8:38,10:15AM PDT
VOI609,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:45,8:07,10:52AM CST
XB-SUA,A. I. Miguel Hidalgo y Costilla,A. I. Lic. Gustavo Díaz Ordaz,0:44,7:47,sáb 08:31AM CST
AMX588,A. I. Miguel Hidalgo y Costilla,A. I. de Cancún,2:44,7:41,sáb 11:01AM EST
VOI740,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Ignacio Pesqueira García,1:59,7:36,sáb 08:15AM MST
VOI690,A. I. Miguel Hidalgo y Costilla,A. I. Federal de Culiacán,1:10,7:23,sáb 07:17AM MST
AMX205,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:16,7:19,sáb 08:03AM CST
AMX9130,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:16,7:18,sáb 08:03AM CST
VOI158,A. I. Miguel Hidalgo y Costilla,A. I. Xoxocotlán,1:33,7:10,sáb 08:24AM CST
AMX770,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Abelardo L. Rodríguez,2:54,6:56,sáb 08:25AM PDT
VIV3104,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Abelardo L. Rodríguez,2:24,6:41,sáb 08:05AM PDT
VOI634,A. I. Miguel Hidalgo y Costilla,A. I. de Cancún,2:34,6:40,sáb 09:54AM EST
SLI2565,A. I. Playa de Oro,A. I. Benito Juárez,1:25,12:57,14:22PM CST
SLI7973,A. I. Playa de Oro,A. I. Benito Juárez,1:25,12:57,14:22PM CST
SLI2539,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:34,6:41, 07:15AM CDT
SLI8132,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:38,10:21, 10:59AM CDT
SLI2535,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:39,10:21, 11:00AM CDT
VOI132,A. I. Ponciano Arriaga,A. I. de Cancún,1:49,10:56, 12:45PM EST
TAO7410,A. I. Ponciano Arriaga,A. I. Francisco Sarabia,1:06,15:29, 16:35PM CDT
VOI483,A. I. Ponciano Arriaga,A. I. Gral. Abelardo L. Rodríguez,0:41,16:50, 17:31PM PDT
TAO345,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:54,19:53, 20:47PM CDT
SLI7998,A. I. Xoxocotlán,A. I. Benito Juárez,0:41,6:53,sáb 07:34AM CST
SLI2407,A. I. Xoxocotlán,A. I. Benito Juárez,0:41,6:53,sáb 07:34AM CST
VOI541,A. I. Xoxocotlán,A. I. Gral. Abelardo L. Rodríguez,4:18,7:20,sáb 09:38AM PDT
XA-UUW,A. I. Xoxocotlán,A. I. Gral. Mariano Matamoros,0:34,10:15,sáb 10:49AM CST
SLI8018,A. I. Xoxocotlán,A. I. Benito Juárez,0:45,11:21,sáb 12:06PM CST
SLI2049,A. I. Xoxocotlán,A. I. Benito Juárez,0:45,11:21,sáb 12:06PM CST
VOI765,A. I. Xoxocotlán,A. I. Benito Juárez,0:49,13:08,sáb 13:57PM CST
SLI8169,A. I. Xoxocotlán,A. I. Benito Juárez,0:48,14:07,sáb 14:55PM CST
SLI2099,A. I. Xoxocotlán,A. I. Benito Juárez,0:48,14:08,sáb 14:55PM CST
SLI2037,A. I. Xoxocotlán,A. I. Benito Juárez,0:41,18:45,sáb 19:26PM CST
VOI543,A. I. Xoxocotlán,A. I. Gral. Abelardo L. Rodríguez,4:19,19:58,sáb 22:17PM PDT
VOI159,A. I. Xoxocotlán,Int'l de Guadalajara,1:10,20:52,sáb 22:02PM CST
TAO462,A. N. Lic. Miguel de la Madrid,A. I. Benito Juárez,1:28,9:05,10:33AM CST
VOI843,A. N. Lic. Miguel de la Madrid,A. I. Gral. Abelardo L. Rodríguez,2:49,13:34,15:23PM PDT
