Numero de vuelo,Aeropuerto salida,Aeropuerto llegada,Tiempo de vuelo,Hora de salida,Hora llegada
XA-PTS,A. I. Lic. Adolfo López Mateos,A. I. Gral. Juan N. Álvarez,0:46,9:57,10:43AM CST
XA-AWI,A. I. Lic. Adolfo López Mateos,A. I. de Ixtapa-Zihuatanejo,2:15,9:10,11:25AM CST
FDX254,A. I. Lic. Adolfo López Mateos,A. I. Miguel Hidalgo y Costilla,0:45,9:08,09:53AM CST
ACW1703,A. I. Lic. Adolfo López Mateos,A. I. Miguel Hidalgo y Costilla,0:48,8:51,09:39AM CST
XA-ETP,A. I. Lic. Adolfo López Mateos,A. I. Ponciano Arriaga,0:39,8:37,09:16AM CST
N221EJ,A. I. Lic. Adolfo López Mateos,A. I. Lic. Gustavo Díaz Ordaz,1:01,8:31,09:32AM CST
LET5177 ,A. I. Lic. Adolfo López Mateos,A. I. Gral. Juan N. Álvarez,0:31,6:51,07:22AM CST
XA-VCY,A. I. Lic. Adolfo López Mateos,A. I. de Cancún,2:55,5:40,08:35AM EST
XA-OAV,A. I. Lic. Gustavo Díaz Ordaz,A. I. Gral. Roberto Fierro Villalobos,1:16,19:50,20:06PM MST
VOI551,A. I. Lic. Gustavo Díaz Ordaz,A. I. Gral. Abelardo L. Rodríguez,2:35,19:16,20:51PM PDT
SLI339,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:29,18:01,19:30PM CST
SLI9007,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:29,18:01,19:30PM CST
XA-MOU,A. I. Lic. Gustavo Díaz Ordaz,A. I. Ing. Alberto Acuña Ongay,2:11,17:05,19:16PM CST
VIV1167,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:13,16:43,17:56PM CST
N1043H,A. I. Lic. Gustavo Díaz Ordaz,A. I. Lic. Jesús Terán Peredo,1:07,15:05,16:12PM CST
VOI785,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:40,14:29,16:09PM CST
SLI337,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:29,14:22,15:51PM CST
VIV4343,A. I. Lic. Gustavo Díaz Ordaz,A. I. Gral. Mariano Escobedo,1:16,13:51,15:07PM CST
N460SB,A. I. Lic. Gustavo Díaz Ordaz,A. I. Lic. Adolfo López Mateos,1:00,12:14,13:14PM CST
SLI333,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:22,11:40,13:02PM CST
SLI8996,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:22,11:40,13:02PM CST
SLI331,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:22,6:30,07:52AM CST
SLI8137,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:13,6:30,07:43AM CST
VOI495,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:28,21:48, 22:16PM PST
SLI7943,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:41,19:51, 20:32PM CST
SLI2585,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:41,19:51, 20:32PM CST
VOI636,A. I. Lic. Jesús Terán Peredo,A. I. de Cancún,3:05,17:29, 20:34PM EST
N518ER,A. I. Lic. Jesús Terán Peredo,A. I. de Querétaro,0:38,13:06,13:44PM CST
SLI2629,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:43,11:31, 12:14PM CST
SLI8147,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:43,11:31, 12:14PM CST
VOI617,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:41,9:58, 10:39AM CST
SLI2633,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:42,8:29, 09:11AM CST
SLI8172,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:44,8:28, 09:12AM CST
SLI2631,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:40,6:38, 07:18AM CST
SLI8135,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:42,6:37, 07:19AM CST
SLI841,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,2:00,18:58,20:58 PM CST
AMX835,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:55,16:10,18:05 PM CST
VOI757,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:45,15:20,17:05 PM CST
AMX833,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:55,13:49,15:44 PM CST
AMX8060,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:55,13:49,15:44 PM CST
VIV4281,A. I. Manuel Crescencio Rejón,A. I. Gral. Mariano Escobedo,1:59,13:45,15:44 PM CST
AIJ3031,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:26,12:27,13:53 PM CST
AMX831,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,2:07,12:05,14:12 PM CST
AMX827,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:45,9:54,11:39 AM CST
AMX7991,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:45,9:54,11:39 AM CST
AMX8115,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:57,7:33,09:30 AM CST
SLI821,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,2:01,6:01,08:02 AM CST
VTM501,A. I. Manuel Márquez de León,A. I. Federal de Culiacán,0:30,21:00,21:30PM MST
SLI9138,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:45,13:18,16:03PM CST
SLI369,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:45,13:17,16:02PM CST
XB-BDD,A. I. Manuel Márquez de León,A. I. Miguel Hidalgo y Costilla,4:10,12:50,17:00PM CST
PF803,A. I. Manuel Márquez de León,A. I. Loreto,0:43,11:32,12:15PM MST
VOI581,A. I. Manuel Márquez de León,A. I. Gral. Abelardo L. Rodríguez,1:46,8:39,10:25AM PDT
VOI609,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:44,8:20,11:04AM CST
VTM501,A. I. Manuel Márquez de León,A. I. Federal de Culiacán,0:30,20:41,21:11PM MDT
N560GB,A. I. Manuel Márquez de León,A. I. Lic. Adolfo López Mateos,2:42,18:56,21:38PM CDT
SLI9138,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:42,13:39,16:21PM CDT
AMX205,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:16,7:15,mar 08:00AM CST
AMX9130,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:16,7:15,mar 08:00AM CST
ESF314,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Abelardo L. Rodríguez,2:37,7:07,mar 07:44AM PST
VIV3140,A. I. Miguel Hidalgo y Costilla,A. I. Ángel Albino Corzo,1:35,7:06,mar 08:41AM CST
VOI634,A. I. Miguel Hidalgo y Costilla,A. I. de Cancún,2:34,7:01,mar 10:16AM EST
AMX770,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Abelardo L. Rodríguez,2:59,6:51,mar 07:29AM PST
VOI435,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Abelardo L. Rodríguez,2:52,6:31,mar 07:04AM PST
AMX203,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:12,6:29,mar 07:16AM CST
AMX8164,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:12,6:29,mar 07:16AM CST
VIV3176,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Ignacio Pesqueira García,1:39,6:26,mar 07:05AM MST
VTM756,A.I. Plan de Guadalupe ,A. I. Gral. Roberto Fierro Villalobos,0:01,6:36,0.2756944444
SLI9085,A. I. Playa de Oro,A. I. Benito Juárez,1:27,10:56,12:23PM CST
SLI2565,A. I. Playa de Oro,A. I. Benito Juárez,1:27,10:56,12:23PM CST
ESF338,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:40,5:35, 04:55AM CST
ESF322,A. I. Ponciano Arriaga,A. I. Gral. Mariano Escobedo,0:42,5:41, 04:59AM CST
ESF314,A. I. Ponciano Arriaga,A. I. Miguel Hidalgo y Costilla,0:34,5:46, 05:12AM CST
ESF322,A. I. Ponciano Arriaga,A. I. Federal de Culiacán,0:11,6:22, 06:11AM CST
SLI9089,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:37,9:53, 09:16AM CST
SLI2541,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:37,9:53, 09:16AM CST
N444FA,A. I. Ponciano Arriaga,A. I. Francisco Sarabia,1:23,11:33, 10:10AM CST
N4795G,A. I. Ponciano Arriaga,A. I. del Bajío,0:34,16:57, 16:23PM CST
SLI2979,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:38,20:33, 19:55PM CST
TAO345,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:56,20:55, 19:59PM CST
SLI7998,A. I. Xoxocotlán,A. I. Benito Juárez,0:43,6:50,mar 07:33AM CST
SLI2407,A. I. Xoxocotlán,A. I. Benito Juárez,0:43,6:50,mar 07:33AM CST
VOI541,A. I. Xoxocotlán,A. I. Gral. Abelardo L. Rodríguez,4:36,7:27,mar 10:03AM PDT
SLI8018,A. I. Xoxocotlán,A. I. Benito Juárez,0:45,11:31,mar 12:16PM CST
SLI2049,A. I. Xoxocotlán,A. I. Benito Juárez,0:44,11:31,mar 12:15PM CST
VOI765,A. I. Xoxocotlán,A. I. Benito Juárez,0:46,13:19,mar 14:05PM CST
SLI2037,A. I. Xoxocotlán,A. I. Benito Juárez,0:47,19:02,mar 19:49PM CST
TAO462,A. N. Lic. Miguel de la Madrid,A. I. Benito Juárez,1:24,8:21,09:45AM CST
VOI843,A. N. Lic. Miguel de la Madrid,A. I. Gral. Abelardo L. Rodríguez,2:51,13:33,15:24PM PDT
XA-UUN,A. N. Lic. Miguel de la Madrid,A. I. Miguel Hidalgo y Costilla,0:33,17:02,17:35PM CST
