Numero de vuelo,Aeropuerto salida,Aeropuerto llegada,Tiempo de vuelo,Hora de salida,Hora llegada
VOI591,A. I. Gral. Rafael Buelna,A. I. Gral. Abelardo L. Rodríguez ,1:59, 11:21 , 01:20PM PDT
VIV1151,A. I. Gral. Rafael Buelna,A. I. Benito Juárez ,2:14, 12:28 , 02:42PM CST
SLI8979,A. I. Gral. Rafael Buelna,A. I. Benito Juárez ,2:06, 14:17 , 04:23PM CST
SLI355,A. I. Gral. Rafael Buelna,A. I. Benito Juárez ,2:18, 14:17 , 04:35PM CST
VOI799,A. I. Gral. Rafael Buelna,A. I. Benito Juárez ,2:13, 14:28 , 04:41PM CST
VIV4023,A. I. Gral. Rafael Buelna,A. I. Gral. Mariano Escobedo,1:59, 17:14 , 07:13PM CST
SLI357,A. I. Gral. Rafael Buelna,A. I. Benito Juárez ,2:18, 17:56 , 08:14PM CST
N400DA,A. I. Gral. Rafael Buelna,A. I. Gral. Ignacio Pesqueira García ,1:42, 19:33 , 09:15PM MST
VIV4321,A. I. Gral. Roberto Fierro Villalobos,A. I. Gral. Mariano Escobedo,1:55,20:49, 10:44PM CST
VOI473,A. I. Gral. Roberto Fierro Villalobos,A. I. Gral. Abelardo L. Rodríguez,1:40,19:32, 09:12PM PDT
SLI7522,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:40,19:12, 09:52PM CST
SLI2143,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:40,19:11, 09:51PM CST
VIV2187,A. I. Gral. Roberto Fierro Villalobos,A. I. de Cancún,4:49,17:24, 10:13PM EST
SLI147,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:42,17:01, 07:43PM CST
VIV1051,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:37,16:55, 07:32PM CST
VOI116,A. I. Gral. Roberto Fierro Villalobos,A. I. de Cancún,4:46,14:51, 07:37PM EST
XA-BPS,A. I. Gral. Roberto Fierro Villalobos,A. I. Miguel Hidalgo y Costilla,2:28,14:44, 05:13PM CST
AMX143,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:35,12:20, 02:55PM CST
SLI141,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:44,9:52, 12:36PM CST
SLI8110,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:44,9:52, 12:36PM CST
VIV3129,A. I. Gral. Roberto Fierro Villalobos,A. I. Miguel Hidalgo y Costilla,2:17,9:32, 11:49AM CST
N137BR,A. I. Gral. Roberto Fierro Villalobos,A. I. de Los Cabos,1:12,9:20, 10:32AM MST
VOI725,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:37,7:58, 10:35AM CST
VOI679,A. I. Gral. Roberto Fierro Villalobos,A. I. Miguel Hidalgo y Costilla,2:17,7:52, 10:09AM CST
VTMM5,A. I. Gral. Roberto Fierro Villalobos,A. I. Abraham González,1:39,7:48, 09:27AM MDT
ESF338,A. I. Gral. Roberto Fierro Villalobos,A. I. Abraham González,1:37,7:10, 08:47AM MDT
XA-BPS,A. I. Gral. Roberto Fierro Villalobos,A. I. Gral. Ignacio Pesqueira García,0:54,7:04, 07:58AM MST
AMX139,A. I. Gral. Roberto Fierro Villalobos,A. I. Benito Juárez,2:40,6:18, 08:58AM CST
VOI751,A. I. Gral. Rodolfo Sánchez Taboada,A. I. Benito Juárez,3:05,12:00,vie 03:45AM CST
SLI191,A. I. Gral. Rodolfo Sánchez Taboada,A. I. Benito Juárez,3:05,12:57,vie 04:44AM CST
VOI621,A. I. Gral. Rodolfo Sánchez Taboada,A. I. Miguel Hidalgo y Costilla,2:36,8:07,vie 11:25AM CST
AMX199,A. I. Gral. Rodolfo Sánchez Taboada,A. I. Benito Juárez,3:21,13:03,vie 16:57PM CST
VOI625,A. I. Gral. Rodolfo Sánchez Taboada,A. I. Miguel Hidalgo y Costilla,2:42,21:00,sáb 12:24AM CST
VOI459,A. I. Guadalupe Victoria,A. I. Gral. Abelardo L. Rodríguez,1:08,20:00, 21:08PM PDT
SLI2601,A. I. Guadalupe Victoria,A. I. Benito Juárez,1:10,19:12, 20:22PM CST
SLI2469,A. I. Guadalupe Victoria,A. I. Benito Juárez,1:16,15:34, 16:50PM CST
SLI2429,A. I. Guadalupe Victoria,A. I. Benito Juárez,0:52,9:51, 10:59AM CST
SLI9087,A. I. Guadalupe Victoria,A. I. Benito Juárez,0:52,9:51, 10:59AM CST
VTM693,A. I. Guadalupe Victoria,A. I. de Tapachula,3:52,9:34, 13:26PM CST
VOI455,A. I. Guadalupe Victoria,A. I. Gral. Abelardo L. Rodríguez,1:02,7:08, 08:10AM PDT
VOI110,A. I. Hermanos Serdán,A. I. de Cancún,2:13,8:14,11:27AM EST
VIV2027,A. I. Hermanos Serdán,A. I. de Cancún,1:59,9:50,12:49PM EST
XA-VDQ,A. I. Hermanos Serdán,A. I. Gral. Juan N. Álvarez,0:44,10:02,10:46AM CST
VOI461,A. I. Hermanos Serdán,A. I. Gral. Abelardo L. Rodríguez,3:26,18:10,20:36PM PDT
VIV3247,A. I. Hermanos Serdán,A. I. Miguel Hidalgo y Costilla,0:55,19:29,20:24PM CST
VIV4009,A. I. Hermanos Serdán,A. I. Gral. Mariano Escobedo,1:07,22:26,23:33PM CST
SLI2441,A. I. Ing. Alberto Acuña Ongay,A. I. Benito Juárez,1:28,9:52,11:20AM CST
SLI8087,A. I. Ing. Alberto Acuña Ongay,A. I. Benito Juárez,1:28,9:52,11:20AM CST
VOI199,A. I. Ing. Alberto Acuña Ongay,A. I. Benito Juárez,1:26,9:47,11:13AM CST
N579JS,A. I. Lic. Adolfo López Mateos,A. I. Miguel Hidalgo y Costilla,0:57,20:27,21:24PM CST
XA-PAA,A. I. Lic. Adolfo López Mateos,A. I. Gral. Juan N. Álvarez,0:37,20:00,20:37PM CST
XA-TVO,A. I. Lic. Adolfo López Mateos,A. I. del Bajío,0:45,19:05,19:50PM CST
XA-ARK,A. I. Lic. Adolfo López Mateos,A. I. de Los Cabos,0:35,18:09,18:44PM MST
XB-ODW,A. I. Lic. Adolfo López Mateos,A. I. Miguel Hidalgo y Costilla,0:51,16:39,17:30PM CST
XA-RWS,A. I. Lic. Adolfo López Mateos,A. I. del Bajío,0:43,16:30,17:13PM CST
XA-ICU,A. I. Lic. Adolfo López Mateos,A. I. Manuel Crescencio Rejón,1:39,16:25,18:04PM CST
XA-ACR,A. I. Lic. Adolfo López Mateos,A. I. Gral. Juan N. Álvarez,0:57,16:23,17:20PM CST
XA-EMM,A. I. Lic. Adolfo López Mateos,A. I. Gral. Heriberto Jara,0:37,16:02,16:39PM CST
XA-RUV,A. I. Lic. Adolfo López Mateos,A. I. Gral. Mariano Escobedo,1:18,15:29,16:47PM CST
XA-UWT,A. I. Lic. Adolfo López Mateos,A. I. Lic. Gustavo Díaz Ordaz,2:55,15:19,17:14PM CST
LET8241,A. I. Lic. Adolfo López Mateos,A. I. de Ixtapa-Zihuatanejo,0:26,15:13,14:39PM CST
XA-VDQ,A. I. Lic. Adolfo López Mateos,A. I. de Los Cabos,3:10,15:06,17:16PM MST
XA-ZPS,A. I. Lic. Adolfo López Mateos,A. I. Lic. Gustavo Díaz Ordaz,0:58,15:04,15:02PM CST
XA-GGS,A. I. Lic. Adolfo López Mateos,A. I. Lic. Gustavo Díaz Ordaz,1:00,13:55,15:55PM CST
N266NG,A. I. Lic. Adolfo López Mateos,A. I. Gral. Juan N. Álvarez,0:46,13:53,15:39PM CST
XA-PTS,A. I. Lic. Adolfo López Mateos,A. I. de Los Cabos,1:37,13:08,15:45PM MST
XB-PHP,A. I. Lic. Adolfo López Mateos,A. I. Gral. Heriberto Jara,0:48,12:59,13:47PM CST
XA-PTR,A. I. Lic. Adolfo López Mateos,A. I. de Cancún,3:02,12:40,15:42PM EST
N570DM,A. I. Lic. Adolfo López Mateos,A. I. de Los Cabos,1:01,12:18,13:19PM MST
MCS4000,A. I. Lic. Adolfo López Mateos,A. I. Gral. Mariano Escobedo,1:05,4:41,05:46AM CST
SLI8137,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:26,6:30,07:56AM CST
SLI331,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:26,6:30,07:56AM CST
XB-JZT,A. I. Lic. Gustavo Díaz Ordaz,A. I. Miguel Hidalgo y Costilla,0:40,8:39,09:19AM CST
TAO121,A. I. Lic. Gustavo Díaz Ordaz,A. I. Miguel Hidalgo y Costilla,0:33,11:04,11:37AM CST
AMX8996,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:19,11:40,12:59PM CST
AMX333,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:40,11:40,13:20PM CST
SLI7983,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:31,12:52,14:23PM CST
SLI335,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:18,12:52,14:10PM CST
VIV5087,A. I. Lic. Gustavo Díaz Ordaz,A. I. Gral. Abelardo L. Rodríguez,2:10,13:21,14:31PM CST
VIV4343,A. I. Lic. Gustavo Díaz Ordaz,A. I. Gral. Mariano Escobedo,1:03,13:36,14:39PM CST
VIV1167,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:07,13:36,14:43PM CST
XA-VLA,A. I. Lic. Gustavo Díaz Ordaz,A. I. Gral. Fco. Javier Mina,1:14,13:44,14:58PM CST
XA-JSS,A. I. Lic. Gustavo Díaz Ordaz,A. I. Miguel Hidalgo y Costilla,0:46,13:51,14:37PM CST
SLI337,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:37,14:23,16:00PM CST
TAO123,A. I. Lic. Gustavo Díaz Ordaz,A. I. Miguel Hidalgo y Costilla,0:37,14:05,14:42PM CST
XB-RGP,A. I. Lic. Gustavo Díaz Ordaz,A. I. Miguel Hidalgo y Costilla,0:24,14:04,15:28PM CST
VOI785,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:28,14:30,15:58PM CST
SLI337,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:37,14:23,16:00PM CST
XA-CAL,A. I. Lic. Gustavo Díaz Ordaz,A. I. de Los Cabos,0:49,16:17,16:06PM CST
XA-ABL,A. I. Lic. Gustavo Díaz Ordaz,A. I. Miguel Hidalgo y Costilla,0:30,17:13,17:43PM CST
VIV1173,A. I. Lic. Gustavo Díaz Ordaz,A. I. Benito Juárez,1:09,20:54,22:03PM CST
VOI495,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:34,21:37, 22:11PM PST
VOI493,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:31,21:16, 21:47PM PST
SLI2585,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:42,19:52, 20:34PM CST
N649JP,A. I. Lic. Jesús Terán Peredo,A. I. Lic. Adolfo López Mateos,0:37,19:38, 20:15PM CST
XA-CSS,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Roberto Fierro Villalobos,0:23,18:58, 19:21PM MST
VOI636,A. I. Lic. Jesús Terán Peredo,A. I. de Cancún,2:54,17:51, 20:45PM EST
SLI2629,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:38,11:29, 12:07PM CST
VOI617,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:41,9:53, 10:34AM CST
VIV2207,A. I. Lic. Jesús Terán Peredo,A. I. de Cancún,3:05,9:43, 12:48PM EST
SLI2633,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:39,8:28, 09:07AM CST
SLI2631,A. I. Lic. Jesús Terán Peredo,A. I. Benito Juárez,0:39,6:35, 07:14AM CST
VOI491,A. I. Lic. Jesús Terán Peredo,A. I. Gral. Abelardo L. Rodríguez,0:25,6:34, 07:01AM PST
AMX841,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,2:00,19:01,21:01 PM CST
VIV4285,A. I. Manuel Crescencio Rejón,A. I. Gral. Mariano Escobedo,1:50,17:39,19:29 PM CST
VOI757,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:44,14:42,16:26 PM CST
AIJ3031,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:27,12:27,13:54 PM CST
VOI195,A. I. Manuel Crescencio Rejón,A. I. Gral. Mariano Escobedo,2:00,1:00,14:00 PM CST
AMX827,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,1:57,9:30,11:27 AM CST
AMX821,A. I. Manuel Crescencio Rejón,A. I. Benito Juárez,2:00,6:00,08:00 AM CST
SLI2073,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:52,17:20,20:12PM CST
VOI681,A. I. Manuel Márquez de León,A. I. Miguel Hidalgo y Costilla,2:13,14:35,16:48PM CST
VIV3223,A. I. Manuel Márquez de León,A. I. Miguel Hidalgo y Costilla,2:15,13:33,15:48PM CST
SLI369,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:48,13:07,15:55PM CST
SLI9138,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:49,13:06,15:55PM CST
VIV1345,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:42,11:52,14:34PM CST
VOI581,A. I. Manuel Márquez de León,A. I. Gral. Abelardo L. Rodríguez,1:34,8:37,10:11AM PDT
VOI609,A. I. Manuel Márquez de León,A. I. Benito Juárez,2:44,8:06,10:50AM CST
VIV4139,A. I. Manuel Márquez de León,A. I. Gral. Mariano Escobedo,2:40,7:34,09:54AM CST
N975DS,A. I. Miguel Hidalgo y Costilla,A. I. Federal de Culiacán,2:31,12:17,vie 13:48PM MST
VOI698,A. I. Miguel Hidalgo y Costilla,A. I. Francisco Sarabia,1:18,12:16,vie 13:08PM CST
AMX223,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:34,12:07,vie 12:56PM CST
AMX8138,A. I. Miguel Hidalgo y Costilla,A. I. Benito Juárez,1:12,12:07,vie 12:45PM CST
VOI437,A. I. Miguel Hidalgo y Costilla,A. I. Gral. Abelardo L. Rodríguez,2:51,11:54,vie 13:26PM PDT
N3014C,A. I. Miguel Hidalgo y Costilla,A. I. Lic. Gustavo Díaz Ordaz,0:39,11:42,vie 12:21PM CST
XA-UUN,A. I. Miguel Hidalgo y Costilla,A. I. de Los Cabos,1:52,11:40,vie 12:32PM MST
XA-CAB,A. I. Miguel Hidalgo y Costilla,A. I. de Los Cabos,1:07,11:34,vie 11:41AM MST
VTM760,A.I. Plan de Guadalupe,A. I. Miguel Hidalgo y Costilla,1:33,20:00, 21:33PM CST
VTM627,A.I. Plan de Guadalupe ,A. I. Gral. Mariano Escobedo,0:18,18:35, 18:53PM CST
SLI9085,A. I. Playa de Oro,A. I. Benito Juárez,1:31,10:55,12:26PM CST
SLI2565,A. I. Playa de Oro,A. I. Benito Juárez,1:31,10:55,12:26PM CST
ESF338,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:36,4:15, 04:51AM CDT
ESF313,A. I. Ponciano Arriaga,A. I. Miguel Hidalgo y Costilla,0:37,4:46, 05:23AM CDT
ESF522,A. I. Ponciano Arriaga,A. I. Gral. Mariano Escobedo,0:45,5:09, 05:54AM CDT
ESF322,A. I. Ponciano Arriaga,A. I. Federal de Culiacán,0:09,6:03, 06:12AM MDT
SLI7948,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:43,6:41, 07:24AM CDT
SLI2539,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:43,6:41, 07:24AM CDT
XB-SSL,A. I. Ponciano Arriaga,A. I. Gral. Juan N. Álvarez,1:39,7:37,09:16AM CDT 
SLI2541,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:36,9:06, 09:42AM CDT
N819VE,A. I. Ponciano Arriaga,A. I. de Cancún,1:55,9:22, 11:19AM EST
SLI8132,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:38,11:34, 12:12PM CDT
SLI2535,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:37,11:35, 12:12PM CDT
VOI122,A. I. Ponciano Arriaga,A. I. de Cancún,14:00,11:59, 13:59PM EST
N444FA,A. I. Ponciano Arriaga,A. I. Lic. Adolfo López Mateos,1:09,18:41, 19:50PM CDT
VOI475,A. I. Ponciano Arriaga,A. I. Gral. Abelardo L. Rodríguez,0:40,19:48, 20:28PM PDT
SLI2979,A. I. Ponciano Arriaga,A. I. Benito Juárez,0:40,19:54, 20:34PM CDT
N329PV,A. I. Ponciano Arriaga,A. I. Guadalupe Victoria,0:53,20:05, 20:58PM CDT
SLI7998,A. I. Xoxocotlán,A. I. Benito Juárez,0:48,6:50,vie 07:38AM CST
SLI2407,A. I. Xoxocotlán,A. I. Benito Juárez,0:47,6:50,vie 07:37AM CST
VOI541,A. I. Xoxocotlán,A. I. Gral. Abelardo L. Rodríguez,4:23,7:25,vie 09:48AM PDT
SLI8065,A. I. Xoxocotlán,A. I. Benito Juárez,0:44,8:51,vie 09:35AM CST
SLI2047,A. I. Xoxocotlán,A. I. Benito Juárez,0:44,8:51,vie 09:35AM CST
SLI8018,A. I. Xoxocotlán,A. I. Benito Juárez,0:44,11:20,vie 12:04PM CST
SLI2049,A. I. Xoxocotlán,A. I. Benito Juárez,0:44,11:20,vie 12:04PM CST
VOI765,A. I. Xoxocotlán,A. I. Benito Juárez,0:43,12:57,vie 13:40PM CST
SLI8169,A. I. Xoxocotlán,A. I. Benito Juárez,0:46,14:39,vie 15:25PM CST
SLI2099,A. I. Xoxocotlán,A. I. Benito Juárez,0:46,14:39,vie 15:25PM CST
VIV4075,A. I. Xoxocotlán,A. I. Gral. Mariano Escobedo,1:36,16:56,vie 18:35PM CST
SLI2037,A. I. Xoxocotlán,A. I. Benito Juárez,0:46,7:19,vie 20:08PM CST
VOI543,A. I. Xoxocotlán,A. I. Gral. Abelardo L. Rodríguez,4:26,8:03,vie 22:29PM PDT
TAO462,A. N. Lic. Miguel de la Madrid,A. I. Benito Juárez,1:32,8:18,09:50AM CST
VOI843,A. N. Lic. Miguel de la Madrid,A. I. Gral. Abelardo L. Rodríguez,2:42,13:27,15:09PM PDT
