A. I. Abraham González (Ciudad Juárez)
A. I. Amado Nervo (Tepic)
A. I. Ángel Albino Corzo (Tuxtla Gutiérrez)
A. I. Benito Juárez (Ciudad de México)
A. I. Carlos Rovirosa Pérez (Villahermosa)
A. I. de Bahías de Huatulco (Huatulco)
A. I. de Cancún (Cancún)
A. I. de Chetumal (Chetumal)       
A. I. de Ciudad del Carmen (Ciudad del Carmen)
A. I. de Ciudad Obregón (Ciudad Obregón)
A. I. de Cozumel (Cozumel)
A. I. de Ixtapa-Zihuatanejo (Ixtapa-Zihuatanejo)
A. I. de Los Cabos (San José del Cabo)
A. I. de Minatitlán (Minatitlán)
A. I. de Puerto Escondido (Puerto Escondido)
A. I. de Querétaro (Querétaro)
A. I. de Tapachula (Tapachula)
A. I. del Bajío (ZM León)
A. I. Federal de Culiacán (Culiacán)
A. I. Federal del Valle del Fuerte (Los Mochis)
A. I. Francisco Sarabia (Torreón)
A. I. Gral.. y Lic. Ignacio López Rayón (Uruapan)
A. I. Gral. Abelardo L. Rodríguez (Tijuana)
A. I. Gral. Fco. Javier Mina (Tampico)
A. I. Gral. Francisco J. Múgica (Morelia)
A. I. Gral. Heriberto Jara (Veracruz)
A. I. Gral. Ignacio Pesqueira García (Hermosillo)
A. I. Gral. Juan N. Álvarez (Acapulco)
A. I. Gral. Leobardo C. Ruiz (Zacatecas)
A. I. Gral. Lucio Blanco (Reynosa)
A. I. Gral. Mariano Escobedo (Monterrey)
A. I. Gral. Mariano Matamoros (Cuernavaca)
A. I. Gral. Rafael Buelna (Mazatlán)
A. I. Gral. Roberto Fierro Villalobos (Chihuahua)
A. I. Gral. Rodolfo Sánchez Taboada (Mexicali)
A. I. Guadalupe Victoria (Durango)
A. I. Hermanos Serdán (Puebla)
A. I. Ing. Alberto Acuña Ongay (Campeche)
A. I. Lic. Adolfo López Mateos (Toluca)
A. I. Lic. Gustavo Díaz Ordaz (Puerto Vallarta)
A. I. Lic. Jesús Terán Peredo (Aguascalientes)
A. I. Manuel Crescencio Rejón (Mérida)
A. I. Manuel Márquez de León (La Paz)
A. I. Miguel Hidalgo y Costilla (Guadalajara)
A. I. Plan de Guadalupe (Saltillo)
A. I. Playa de Oro (Manzanillo)
A. I. Ponciano Arriaga (San Luis Potosí)
A. I. Xoxocotlán (Oaxaca)
A. N. Lic. Miguel de la Madrid (Colima)
